n,msec,pos
# Quadrature Readout v0.1 26-March-2021 J.Beale
22385,181876,-98
22386,181883,-99
22387,181890,-100
22388,181897,-101
22389,181905,-102
22390,181913,-103
22391,181920,-104
22392,181928,-105
22393,181936,-106
22394,181944,-107
22395,181953,-108
22396,181961,-109
22397,181970,-110
22398,181979,-111
22399,181989,-112
22400,181998,-113
22401,182008,-114
22402,182019,-115
22403,182030,-116
22404,182040,-117
22405,182052,-118
22406,182065,-119
22407,182078,-120
22408,182091,-121
22409,182107,-122
22410,182124,-123
22411,182143,-124
22412,182165,-125
22413,182195,-126
22414,182337,-125
22415,182367,-124
22416,182388,-123
22417,182407,-122
22418,182424,-121
22419,182440,-120
22420,182453,-119
22421,182466,-118
22422,182479,-117
22423,182491,-116
22424,182501,-115
22425,182512,-114
22426,182523,-113
22427,182533,-112
22428,182542,-111
22429,182551,-110
22430,182561,-109
22431,182570,-108
22432,182578,-107
22433,182586,-106
22434,182595,-105
22435,182603,-104
22436,182610,-103
22437,182618,-102
22438,182626,-101
22439,182633,-100
22440,182640,-99
22441,182648,-98
22442,182655,-97
22443,182662,-96
22444,182669,-95
22445,182676,-94
22446,182683,-93
22447,182689,-92
22448,182696,-91
22449,182702,-90
22450,182709,-89
22451,182715,-88
22452,182721,-87
22453,182728,-86
22454,182734,-85
22455,182740,-84
22456,182746,-83
22457,182752,-82
22458,182758,-81
22459,182765,-80
22460,182770,-79
22461,182776,-78
22462,182782,-77
22463,182788,-76
22464,182793,-75
22465,182799,-74
22466,182805,-73
22467,182811,-72
22468,182816,-71
22469,182822,-70
22470,182827,-69
22471,182833,-68
22472,182838,-67
22473,182844,-66
22474,182849,-65
22475,182855,-64
22476,182860,-63
22477,182865,-62
22478,182871,-61
22479,182876,-60
22480,182881,-59
22481,182887,-58
22482,182892,-57
22483,182897,-56
22484,182902,-55
22485,182907,-54
22486,182913,-53
22487,182918,-52
22488,182923,-51
22489,182928,-50
22490,182933,-49
22491,182939,-48
22492,182943,-47
22493,182949,-46
22494,182954,-45
22495,182959,-44
22496,182964,-43
22497,182969,-42
22498,182974,-41
22499,182979,-40
22500,182984,-39
22501,182989,-38
22502,182994,-37
22503,183000,-36
22504,183004,-35
22505,183009,-34
22506,183014,-33
22507,183020,-32
22508,183024,-31
22509,183029,-30
22510,183034,-29
22511,183040,-28
22512,183044,-27
22513,183049,-26
22514,183054,-25
22515,183060,-24
22516,183064,-23
22517,183069,-22
22518,183074,-21
22519,183080,-20
22520,183084,-19
22521,183090,-18
22522,183095,-17
22523,183100,-16
22524,183104,-15
22525,183110,-14
22526,183115,-13
22527,183120,-12
22528,183125,-11
22529,183130,-10
22530,183135,-9
22531,183140,-8
22532,183145,-7
22533,183150,-6
22534,183156,-5
22535,183161,-4
22536,183166,-3
22537,183171,-2
22538,183176,-1
22539,183182,0
22540,183186,1
22541,183192,2
22542,183197,3
22543,183202,4
22544,183207,5
22545,183213,6
22546,183218,7
22547,183224,8
22548,183229,9
22549,183234,10
22550,183240,11
22551,183245,12
22552,183250,13
22553,183256,14
22554,183262,15
22555,183267,16
22556,183272,17
22557,183278,18
22558,183284,19
22559,183290,20
22560,183295,21
22561,183301,22
22562,183307,23
22563,183313,24
22564,183318,25
22565,183324,26
22566,183330,27
22567,183336,28
22568,183342,29
22569,183348,30
22570,183355,31
22571,183361,32
22572,183367,33
22573,183373,34
22574,183380,35
22575,183387,36
22576,183393,37
22577,183399,38
22578,183406,39
22579,183413,40
22580,183419,41
22581,183426,42
22582,183434,43
22583,183441,44
22584,183448,45
22585,183455,46
22586,183463,47
22587,183470,48
22588,183478,49
22589,183486,50
22590,183494,51
22591,183502,52
22592,183510,53
22593,183519,54
22594,183528,55
22595,183537,56
22596,183546,57
22597,183555,58
22598,183565,59
22599,183576,60
22600,183586,61
22601,183597,62
22602,183609,63
22603,183621,64
22604,183633,65
22605,183648,66
22606,183663,67
22607,183680,68
22608,183697,69
22609,183719,70
22610,183746,71
22611,183794,72
22612,183860,71
22613,183905,70
22614,183932,69
22615,183953,68
22616,183970,67
22617,183987,66
22618,184003,65
22619,184017,64
22620,184028,63
22621,184041,62
22622,184053,61
22623,184064,60
22624,184074,59
22625,184084,58
22626,184094,57
22627,184104,56
22628,184113,55
22629,184122,54
22630,184131,53
22631,184140,52
22632,184147,51
22633,184156,50
22634,184164,49
22635,184172,48
22636,184179,47
22637,184187,46
22638,184195,45
22639,184202,44
22640,184209,43
22641,184216,42
22642,184223,41
22643,184230,40
22644,184237,39
22645,184243,38
22646,184250,37
22647,184257,36
22648,184263,35
22649,184270,34
22650,184276,33
22651,184283,32
22652,184288,31
22653,184295,30
22654,184301,29
22655,184307,28
22656,184313,27
22657,184319,26
22658,184325,25
22659,184331,24
22660,184337,23
22661,184343,22
22662,184348,21
22663,184354,20
22664,184360,19
22665,184365,18
22666,184371,17
22667,184377,16
22668,184382,15
22669,184388,14
22670,184393,13
22671,184399,12
22672,184404,11
22673,184410,10
22674,184415,9
22675,184421,8
22676,184426,7
22677,184431,6
22678,184437,5
22679,184442,4
22680,184447,3
22681,184452,2
22682,184458,1
22683,184463,0
22684,184468,-1
22685,184473,-2
22686,184478,-3
22687,184484,-4
22688,184488,-5
22689,184494,-6
22690,184499,-7
22691,184504,-8
22692,184509,-9
22693,184514,-10
22694,184519,-11
22695,184525,-12
22696,184529,-13
22697,184534,-14
22698,184540,-15
22699,184545,-16
22700,184549,-17
22701,184555,-18
22702,184560,-19
22703,184565,-20
22704,184570,-21
22705,184575,-22
22706,184580,-23
22707,184585,-24
22708,184590,-25
22709,184595,-26
22710,184600,-27
22711,184605,-28
22712,184610,-29
22713,184615,-30
22714,184620,-31
22715,184625,-32
22716,184630,-33
22717,184635,-34
22718,184640,-35
22719,184645,-36
22720,184650,-37
22721,184655,-38
22722,184660,-39
22723,184665,-40
22724,184670,-41
22725,184675,-42
22726,184680,-43
22727,184685,-44
22728,184690,-45
22729,184695,-46
22730,184701,-47
22731,184706,-48
22732,184711,-49
22733,184716,-50
22734,184721,-51
22735,184726,-52
22736,184731,-53
22737,184736,-54
22738,184742,-55
22739,184747,-56
22740,184752,-57
22741,184757,-58
22742,184763,-59
22743,184768,-60
22744,184773,-61
22745,184779,-62
22746,184784,-63
22747,184789,-64
22748,184794,-65
22749,184800,-66
22750,184806,-67
22751,184811,-68
22752,184816,-69
22753,184822,-70
22754,184828,-71
22755,184833,-72
22756,184838,-73
22757,184844,-74
22758,184850,-75
22759,184856,-76
22760,184861,-77
22761,184867,-78
22762,184873,-79
22763,184879,-80
22764,184885,-81
22765,184891,-82
22766,184897,-83
22767,184903,-84
22768,184909,-85
22769,184915,-86
22770,184921,-87
22771,184928,-88
22772,184934,-89
22773,184940,-90
22774,184947,-91
22775,184954,-92
22776,184960,-93
22777,184967,-94
22778,184973,-95
22779,184980,-96
22780,184987,-97
22781,184994,-98
22782,185001,-99
22783,185009,-100
22784,185016,-101
22785,185023,-102
22786,185031,-103
22787,185039,-104
22788,185046,-105
22789,185055,-106
22790,185063,-107
22791,185071,-108
22792,185080,-109
22793,185089,-110
22794,185098,-111
22795,185107,-112
22796,185116,-113
22797,185126,-114
22798,185137,-115
22799,185148,-116
22800,185158,-117
22801,185170,-118
22802,185183,-119
22803,185196,-120
22804,185210,-121
22805,185225,-122
22806,185242,-123
22807,185262,-124
22808,185283,-125
22809,185312,-126
22810,185378,-127
22811,185400,-126
22812,185457,-125
22813,185486,-124
22814,185507,-123
22815,185526,-122
22816,185543,-121
22817,185559,-120
22818,185572,-119
22819,185585,-118
22820,185598,-117
22821,185610,-116
22822,185620,-115
22823,185631,-114
22824,185642,-113
22825,185652,-112
22826,185661,-111
22827,185670,-110
22828,185679,-109
22829,185688,-108
22830,185696,-107
22831,185705,-106
22832,185713,-105
22833,185722,-104
22834,185729,-103
22835,185737,-102
22836,185745,-101
22837,185752,-100
22838,185759,-99
22839,185767,-98
22840,185774,-97
22841,185781,-96
22842,185788,-95
22843,185795,-94
22844,185801,-93
22845,185808,-92
22846,185814,-91
22847,185821,-90
22848,185828,-89
22849,185834,-88
22850,185840,-87
22851,185847,-86
22852,185853,-85
22853,185859,-84
22854,185865,-83
22855,185871,-82
22856,185877,-81
22857,185883,-80
22858,185889,-79
22859,185895,-78
22860,185901,-77
22861,185907,-76
22862,185912,-75
22863,185918,-74
22864,185924,-73
22865,185929,-72
22866,185935,-71
22867,185940,-70
22868,185946,-69
22869,185952,-68
22870,185957,-67
22871,185962,-66
22872,185968,-65
22873,185973,-64
22874,185978,-63
22875,185984,-62
22876,185989,-61
22877,185995,-60
22878,186000,-59
22879,186005,-58
22880,186011,-57
22881,186016,-56
22882,186021,-55
22883,186026,-54
22884,186031,-53
22885,186037,-52
22886,186042,-51
22887,186047,-50
22888,186052,-49
22889,186057,-48
22890,186062,-47
22891,186067,-46
22892,186073,-45
22893,186078,-44
22894,186083,-43
22895,186088,-42
22896,186093,-41
22897,186098,-40
22898,186103,-39
22899,186108,-38
22900,186113,-37
22901,186118,-36
22902,186123,-35
22903,186128,-34
22904,186133,-33
22905,186138,-32
22906,186143,-31
22907,186148,-30
22908,186153,-29
22909,186158,-28
22910,186163,-27
22911,186168,-26
22912,186173,-25
22913,186178,-24
22914,186183,-23
22915,186188,-22
22916,186193,-21
22917,186198,-20
22918,186203,-19
22919,186208,-18
22920,186213,-17
22921,186219,-16
22922,186223,-15
22923,186228,-14
22924,186234,-13
22925,186239,-12
22926,186243,-11
22927,186249,-10
22928,186254,-9
22929,186259,-8
22930,186264,-7
22931,186269,-6
22932,186274,-5
22933,186280,-4
22934,186284,-3
22935,186290,-2
22936,186295,-1
22937,186300,0
22938,186305,1
22939,186310,2
22940,186316,3
22941,186321,4
22942,186326,5
22943,186331,6
22944,186337,7
22945,186342,8
22946,186347,9
22947,186353,10
22948,186358,11
22949,186364,12
22950,186369,13
22951,186375,14
22952,186380,15
22953,186386,16
22954,186391,17
22955,186397,18
22956,186403,19
22957,186409,20
22958,186414,21
22959,186420,22
22960,186426,23
22961,186432,24
22962,186437,25
22963,186443,26
22964,186449,27
22965,186455,28
22966,186461,29
22967,186467,30
22968,186473,31
22969,186480,32
22970,186486,33
22971,186492,34
22972,186499,35
22973,186505,36
22974,186511,37
22975,186518,38
22976,186525,39
22977,186532,40
22978,186538,41
22979,186545,42
22980,186552,43
22981,186560,44
22982,186566,45
22983,186574,46
22984,186581,47
22985,186589,48
22986,186596,49
22987,186605,50
22988,186613,51
22989,186621,52
22990,186629,53
22991,186638,54
22992,186647,55
22993,186656,56
22994,186665,57
22995,186674,58
22996,186684,59
22997,186695,60
22998,186705,61
22999,186716,62
23000,186728,63
23001,186741,64
23002,186753,65
23003,186767,66
23004,186782,67
23005,186800,68
23006,186816,69
23007,186839,70
23008,186867,71
23009,186918,72
23010,186974,71
23011,187021,70
23012,187049,69
23013,187071,68
23014,187088,67
23015,187105,66
23016,187120,65
23017,187134,64
23018,187146,63
23019,187159,62
23020,187171,61
23021,187182,60
23022,187192,59
23023,187202,58
23024,187212,57
23025,187222,56
23026,187231,55
23027,187240,54
23028,187249,53
23029,187258,52
23030,187265,51
23031,187274,50
23032,187282,49
23033,187290,48
23034,187297,47
23035,187305,46
23036,187313,45
23037,187320,44
23038,187327,43
23039,187334,42
23040,187341,41
23041,187348,40
23042,187355,39
23043,187362,38
23044,187368,37
23045,187375,36
23046,187381,35
23047,187388,34
23048,187394,33
23049,187401,32
23050,187407,31
23051,187413,30
23052,187419,29
23053,187426,28
23054,187431,27
23055,187437,26
23056,187443,25
23057,187449,24
23058,187455,23
23059,187461,22
23060,187467,21
23061,187473,20
23062,187478,19
23063,187484,18
23064,187490,17
23065,187495,16
23066,187501,15
23067,187506,14
23068,187512,13
23069,187517,12
23070,187522,11
23071,187528,10
23072,187534,9
23073,187539,8
23074,187544,7
23075,187550,6
23076,187555,5
23077,187560,4
23078,187565,3
23079,187571,2
23080,187576,1
23081,187581,0
23082,187586,-1
23083,187592,-2
23084,187597,-3
23085,187602,-4
23086,187607,-5
23087,187612,-6
23088,187617,-7
23089,187623,-8
23090,187628,-9
23091,187633,-10
23092,187638,-11
23093,187643,-12
23094,187648,-13
23095,187653,-14
23096,187658,-15
23097,187663,-16
23098,187668,-17
23099,187673,-18
23100,187678,-19
23101,187684,-20
23102,187688,-21
23103,187693,-22
23104,187698,-23
23105,187704,-24
23106,187708,-25
23107,187713,-26
23108,187719,-27
23109,187724,-28
23110,187728,-29
23111,187733,-30
23112,187739,-31
23113,187744,-32
23114,187748,-33
23115,187753,-34
23116,187759,-35
23117,187764,-36
23118,187768,-37
23119,187774,-38
23120,187779,-39
23121,187784,-40
23122,187789,-41
23123,187794,-42
23124,187799,-43
23125,187804,-44
23126,187809,-45
23127,187814,-46
23128,187819,-47
23129,187825,-48
23130,187829,-49
23131,187835,-50
23132,187840,-51
23133,187845,-52
23134,187850,-53
23135,187855,-54
23136,187861,-55
23137,187866,-56
23138,187871,-57
23139,187876,-58
23140,187882,-59
23141,187887,-60
23142,187892,-61
23143,187897,-62
23144,187903,-63
23145,187908,-64
23146,187913,-65
23147,187919,-66
23148,187924,-67
23149,187930,-68
23150,187935,-69
23151,187941,-70
23152,187946,-71
23153,187952,-72
23154,187957,-73
23155,187963,-74
23156,187969,-75
23157,187975,-76
23158,187980,-77
23159,187986,-78
23160,187992,-79
23161,187998,-80
23162,188004,-81
23163,188010,-82
23164,188016,-83
23165,188022,-84
23166,188028,-85
23167,188034,-86
23168,188040,-87
23169,188047,-88
23170,188053,-89
23171,188059,-90
23172,188066,-91
23173,188073,-92
23174,188079,-93
23175,188086,-94
23176,188093,-95
23177,188100,-96
23178,188106,-97
23179,188113,-98
23180,188121,-99
23181,188128,-100
23182,188135,-101
23183,188143,-102
23184,188150,-103
23185,188158,-104
23186,188166,-105
23187,188174,-106
23188,188182,-107
23189,188191,-108
23190,188199,-109
23191,188208,-110
23192,188217,-111
23193,188227,-112
23194,188236,-113
23195,188246,-114
23196,188257,-115
23197,188268,-116
23198,188278,-117
23199,188290,-118
23200,188303,-119
23201,188317,-120
23202,188330,-121
23203,188346,-122
23204,188363,-123
23205,188383,-124
23206,188404,-125
23207,188436,-126
23208,188571,-125
23209,188602,-124
23210,188623,-123
23211,188643,-122
23212,188660,-121
23213,188676,-120
23214,188689,-119
23215,188703,-118
23216,188715,-117
23217,188727,-116
23218,188738,-115
23219,188749,-114
23220,188759,-113
23221,188769,-112
23222,188778,-111
23223,188788,-110
23224,188797,-109
23225,188806,-108
23226,188814,-107
23227,188823,-106
23228,188831,-105
23229,188840,-104
23230,188847,-103
23231,188855,-102
23232,188863,-101
23233,188870,-100
23234,188877,-99
23235,188885,-98
23236,188892,-97
23237,188899,-96
23238,188906,-95
23239,188913,-94
23240,188920,-93
23241,188926,-92
23242,188933,-91
23243,188939,-90
23244,188946,-89
23245,188952,-88
23246,188958,-87
23247,188965,-86
23248,188971,-85
23249,188978,-84
23250,188983,-83
23251,188989,-82
23252,188995,-81
23253,189002,-80
23254,189007,-79
23255,189013,-78
23256,189019,-77
23257,189025,-76
23258,189030,-75
23259,189036,-74
23260,189042,-73
23261,189048,-72
23262,189053,-71
23263,189059,-70
23264,189064,-69
23265,189070,-68
23266,189075,-67
23267,189081,-66
23268,189086,-65
23269,189092,-64
23270,189097,-63
23271,189102,-62
23272,189108,-61
23273,189113,-60
23274,189118,-59
23275,189124,-58
23276,189129,-57
23277,189135,-56
23278,189139,-55
23279,189145,-54
23280,189150,-53
23281,189155,-52
23282,189160,-51
23283,189166,-50
23284,189171,-49
23285,189176,-48
23286,189181,-47
23287,189186,-46
23288,189191,-45
23289,189196,-44
23290,189201,-43
23291,189206,-42
23292,189212,-41
23293,189217,-40
23294,189221,-39
23295,189227,-38
23296,189232,-37
23297,189237,-36
23298,189242,-35
23299,189247,-34
23300,189252,-33
23301,189257,-32
23302,189262,-31
23303,189267,-30
23304,189272,-29
23305,189277,-28
23306,189282,-27
23307,189287,-26
23308,189292,-25
23309,189297,-24
23310,189302,-23
23311,189307,-22
23312,189312,-21
23313,189317,-20
23314,189322,-19
23315,189327,-18
23316,189332,-17
23317,189338,-16
23318,189342,-15
23319,189347,-14
23320,189353,-13
23321,189358,-12
23322,189362,-11
23323,189368,-10
23324,189373,-9
23325,189378,-8
23326,189383,-7
23327,189388,-6
23328,189393,-5
23329,189399,-4
23330,189403,-3
23331,189409,-2
23332,189414,-1
23333,189419,0
23334,189424,1
23335,189429,2
23336,189435,3
23337,189440,4
23338,189445,5
23339,189451,6
23340,189456,7
23341,189462,8
23342,189467,9
23343,189472,10
23344,189478,11
23345,189483,12
23346,189488,13
23347,189494,14
23348,189499,15
23349,189505,16
23350,189510,17
23351,189516,18
23352,189522,19
23353,189528,20
23354,189533,21
23355,189539,22
23356,189545,23
23357,189551,24
23358,189556,25
23359,189562,26
23360,189568,27
23361,189575,28
23362,189580,29
23363,189587,30
23364,189593,31
23365,189599,32
23366,189605,33
23367,189612,34
23368,189618,35
23369,189625,36
23370,189631,37
23371,189638,38
23372,189644,39
23373,189651,40
23374,189658,41
23375,189665,42
23376,189672,43
23377,189679,44
23378,189686,45
23379,189694,46
23380,189701,47
23381,189709,48
23382,189716,49
23383,189725,50
23384,189733,51
23385,189741,52
23386,189749,53
23387,189758,54
23388,189767,55
23389,189776,56
23390,189785,57
23391,189795,58
23392,189805,59
23393,189816,60
23394,189825,61
23395,189837,62
23396,189849,63
23397,189862,64
23398,189874,65
23399,189888,66
23400,189904,67
23401,189921,68
23402,189939,69
23403,189962,70
23404,189992,71
23405,190134,70
23406,190163,69
23407,190186,68
23408,190204,67
23409,190221,66
23410,190236,65
23411,190251,64
23412,190263,63
23413,190276,62
23414,190288,61
23415,190299,60
23416,190309,59
23417,190320,58
23418,190330,57
23419,190339,56
23420,190348,55
23421,190358,54
23422,190366,53
23423,190375,52
23424,190383,51
23425,190392,50
23426,190400,49
23427,190408,48
23428,190415,47
23429,190423,46
23430,190431,45
23431,190438,44
23432,190445,43
23433,190452,42
23434,190459,41
23435,190467,40
23436,190473,39
23437,190480,38
23438,190487,37
23439,190493,36
23440,190500,35
23441,190506,34
23442,190513,33
23443,190519,32
23444,190525,31
23445,190532,30
23446,190538,29
23447,190544,28
23448,190550,27
23449,190556,26
23450,190562,25
23451,190568,24
23452,190573,23
23453,190579,22
23454,190585,21
23455,190591,20
23456,190597,19
23457,190602,18
23458,190608,17
23459,190614,16
23460,190619,15
23461,190625,14
23462,190630,13
23463,190636,12
23464,190641,11
23465,190647,10
23466,190652,9
23467,190658,8
23468,190663,7
23469,190668,6
23470,190674,5
23471,190679,4
23472,190684,3
23473,190690,2
23474,190695,1
23475,190700,0
23476,190705,-1
23477,190711,-2
23478,190716,-3
23479,190721,-4
23480,190726,-5
23481,190731,-6
23482,190736,-7
23483,190742,-8
23484,190746,-9
23485,190752,-10
23486,190757,-11
23487,190762,-12
23488,190767,-13
23489,190772,-14
23490,190777,-15
23491,190782,-16
23492,190787,-17
23493,190792,-18
23494,190797,-19
23495,190803,-20
23496,190807,-21
23497,190812,-22
23498,190818,-23
23499,190823,-24
23500,190827,-25
23501,190833,-26
23502,190838,-27
23503,190843,-28
23504,190848,-29
23505,190853,-30
23506,190858,-31
23507,190863,-32
23508,190868,-33
23509,190873,-34
23510,190878,-35
23511,190883,-36
23512,190888,-37
23513,190893,-38
23514,190898,-39
23515,190903,-40
23516,190908,-41
23517,190913,-42
23518,190918,-43
23519,190923,-44
23520,190928,-45
23521,190933,-46
23522,190939,-47
23523,190944,-48
23524,190949,-49
23525,190954,-50
23526,190959,-51
23527,190965,-52
23528,190969,-53
23529,190975,-54
23530,190980,-55
23531,190985,-56
23532,190990,-57
23533,190996,-58
23534,191001,-59
23535,191007,-60
23536,191011,-61
23537,191017,-62
23538,191022,-63
23539,191028,-64
23540,191033,-65
23541,191039,-66
23542,191044,-67
23543,191050,-68
23544,191055,-69
23545,191061,-70
23546,191066,-71
23547,191072,-72
23548,191077,-73
23549,191083,-74
23550,191089,-75
23551,191095,-76
23552,191100,-77
23553,191106,-78
23554,191112,-79
23555,191118,-80
23556,191124,-81
23557,191130,-82
23558,191136,-83
23559,191142,-84
23560,191148,-85
23561,191154,-86
23562,191160,-87
23563,191167,-88
23564,191173,-89
23565,191180,-90
23566,191186,-91
23567,191193,-92
23568,191199,-93
23569,191206,-94
23570,191213,-95
23571,191220,-96
23572,191226,-97
23573,191234,-98
23574,191241,-99
23575,191249,-100
23576,191255,-101
23577,191263,-102
23578,191271,-103
23579,191279,-104
23580,191286,-105
23581,191295,-106
23582,191303,-107
23583,191312,-108
23584,191320,-109
23585,191329,-110
23586,191338,-111
23587,191348,-112
23588,191357,-113
23589,191367,-114
23590,191378,-115
23591,191389,-116
23592,191400,-117
23593,191412,-118
23594,191425,-119
23595,191439,-120
23596,191452,-121
23597,191468,-122
23598,191486,-123
23599,191507,-124
23600,191529,-125
23601,191564,-126
23602,191682,-125
23603,191716,-124
23604,191738,-123
23605,191759,-122
23606,191776,-121
23607,191792,-120
23608,191806,-119
23609,191819,-118
23610,191832,-117
23611,191845,-116
23612,191855,-115
23613,191866,-114
23614,191877,-113
23615,191887,-112
23616,191896,-111
23617,191906,-110
23618,191915,-109
23619,191924,-108
23620,191932,-107
23621,191941,-106
23622,191949,-105
23623,191958,-104
23624,191965,-103
23625,191973,-102
23626,191981,-101
23627,191989,-100
23628,191995,-99
23629,192003,-98
23630,192010,-97
23631,192018,-96
23632,192024,-95
23633,192031,-94
23634,192038,-93
23635,192045,-92
23636,192051,-91
23637,192058,-90
23638,192065,-89
23639,192071,-88
23640,192077,-87
23641,192084,-86
23642,192090,-85
23643,192096,-84
23644,192102,-83
23645,192108,-82
23646,192114,-81
23647,192121,-80
23648,192126,-79
23649,192132,-78
23650,192138,-77
23651,192144,-76
23652,192149,-75
23653,192155,-74
23654,192161,-73
23655,192167,-72
23656,192172,-71
23657,192178,-70
23658,192183,-69
23659,192189,-68
23660,192194,-67
23661,192200,-66
23662,192206,-65
23663,192211,-64
23664,192216,-63
23665,192222,-62
23666,192227,-61
23667,192233,-60
23668,192238,-59
23669,192243,-58
23670,192248,-57
23671,192254,-56
23672,192259,-55
23673,192264,-54
23674,192269,-53
23675,192275,-52
23676,192280,-51
23677,192285,-50
23678,192290,-49
23679,192295,-48
23680,192300,-47
23681,192305,-46
23682,192311,-45
23683,192316,-44
23684,192321,-43
23685,192326,-42
23686,192331,-41
23687,192336,-40
23688,192341,-39
23689,192346,-38
23690,192351,-37
23691,192357,-36
23692,192361,-35
23693,192366,-34
23694,192371,-33
23695,192377,-32
23696,192381,-31
23697,192387,-30
23698,192392,-29
23699,192397,-28
23700,192401,-27
23701,192407,-26
23702,192412,-25
23703,192417,-24
23704,192422,-23
23705,192427,-22
23706,192432,-21
23707,192437,-20
23708,192442,-19
23709,192447,-18
23710,192452,-17
23711,192457,-16
23712,192462,-15
23713,192467,-14
23714,192472,-13
23715,192478,-12
23716,192482,-11
23717,192488,-10
23718,192493,-9
23719,192498,-8
23720,192503,-7
23721,192508,-6
23722,192513,-5
23723,192519,-4
23724,192523,-3
23725,192529,-2
23726,192534,-1
23727,192539,0
23728,192544,1
23729,192550,2
23730,192555,3
23731,192560,4
23732,192565,5
23733,192571,6
23734,192576,7
23735,192582,8
23736,192587,9
23737,192592,10
23738,192598,11
23739,192603,12
23740,192609,13
23741,192614,14
23742,192620,15
23743,192626,16
23744,192631,17
23745,192637,18
23746,192642,19
23747,192648,20
23748,192653,21
23749,192659,22
23750,192665,23
23751,192671,24
23752,192677,25
23753,192683,26
23754,192689,27
23755,192695,28
23756,192701,29
23757,192707,30
23758,192713,31
23759,192720,32
23760,192726,33
23761,192732,34
23762,192739,35
23763,192746,36
23764,192752,37
23765,192758,38
23766,192765,39
23767,192772,40
23768,192779,41
23769,192786,42
23770,192793,43
23771,192801,44
23772,192807,45
23773,192815,46
23774,192822,47
23775,192830,48
23776,192838,49
23777,192846,50
23778,192854,51
23779,192863,52
23780,192870,53
23781,192879,54
23782,192888,55
23783,192898,56
23784,192907,57
23785,192917,58
23786,192927,59
23787,192938,60
23788,192948,61
23789,192959,62
23790,192971,63
23791,192984,64
23792,192997,65
23793,193011,66
23794,193027,67
23795,193045,68
23796,193064,69
23797,193088,70
23798,193120,71
23799,193245,70
23800,193277,69
23801,193301,68
23802,193320,67
23803,193337,66
23804,193353,65
23805,193368,64
23806,193380,63
23807,193393,62
23808,193405,61
23809,193417,60
23810,193427,59
23811,193438,58
23812,193448,57
23813,193458,56
23814,193466,55
23815,193476,54
23816,193485,53
23817,193494,52
23818,193502,51
23819,193510,50
23820,193518,49
23821,193527,48
23822,193534,47
23823,193542,46
23824,193549,45
23825,193557,44
23826,193564,43
23827,193571,42
23828,193578,41
23829,193585,40
23830,193592,39
23831,193599,38
23832,193606,37
23833,193612,36
23834,193619,35
23835,193625,34
23836,193632,33
23837,193638,32
23838,193644,31
23839,193651,30
23840,193657,29
23841,193663,28
23842,193669,27
23843,193675,26
23844,193681,25
23845,193687,24
23846,193693,23
23847,193699,22
23848,193705,21
23849,193711,20
23850,193716,19
23851,193722,18
23852,193728,17
23853,193733,16
23854,193739,15
23855,193744,14
23856,193750,13
23857,193756,12
23858,193761,11
23859,193766,10
23860,193772,9
23861,193777,8
23862,193782,7
23863,193788,6
23864,193793,5
23865,193799,4
23866,193804,3
23867,193809,2
23868,193815,1
23869,193820,0
23870,193825,-1
23871,193830,-2
23872,193836,-3
23873,193841,-4
23874,193846,-5
23875,193851,-6
23876,193856,-7
23877,193862,-8
23878,193866,-9
23879,193872,-10
23880,193877,-11
23881,193882,-12
23882,193887,-13
23883,193892,-14
23884,193897,-15
23885,193902,-16
23886,193907,-17
23887,193912,-18
23888,193917,-19
23889,193923,-20
23890,193927,-21
23891,193933,-22
23892,193938,-23
23893,193943,-24
23894,193948,-25
23895,193953,-26
23896,193958,-27
23897,193963,-28
23898,193968,-29
23899,193973,-30
23900,193978,-31
23901,193983,-32
23902,193988,-33
23903,193993,-34
23904,193998,-35
23905,194003,-36
23906,194008,-37
23907,194013,-38
23908,194018,-39
23909,194023,-40
23910,194028,-41
23911,194033,-42
23912,194039,-43
23913,194044,-44
23914,194049,-45
23915,194054,-46
23916,194059,-47
23917,194064,-48
23918,194069,-49
23919,194074,-50
23920,194080,-51
23921,194085,-52
23922,194090,-53
23923,194095,-54
23924,194101,-55
23925,194106,-56
23926,194111,-57
23927,194116,-58
23928,194122,-59
23929,194127,-60
23930,194132,-61
23931,194138,-62
23932,194143,-63
23933,194149,-64
23934,194154,-65
23935,194159,-66
23936,194165,-67
23937,194170,-68
23938,194176,-69
23939,194181,-70
23940,194187,-71
23941,194193,-72
23942,194198,-73
23943,194204,-74
23944,194210,-75
23945,194216,-76
23946,194221,-77
23947,194227,-78
23948,194233,-79
23949,194239,-80
23950,194244,-81
23951,194251,-82
23952,194257,-83
23953,194263,-84
23954,194269,-85
23955,194275,-86
23956,194281,-87
23957,194288,-88
23958,194294,-89
23959,194301,-90
23960,194307,-91
23961,194314,-92
23962,194320,-93
23963,194327,-94
23964,194334,-95
23965,194341,-96
23966,194348,-97
23967,194355,-98
23968,194362,-99
23969,194370,-100
23970,194377,-101
23971,194385,-102
23972,194392,-103
23973,194400,-104
23974,194408,-105
23975,194416,-106
23976,194425,-107
23977,194434,-108
23978,194442,-109
23979,194451,-110
23980,194460,-111
23981,194470,-112
23982,194479,-113
23983,194490,-114
23984,194500,-115
23985,194512,-116
23986,194522,-117
23987,194535,-118
23988,194548,-119
23989,194562,-120
23990,194576,-121
23991,194592,-122
23992,194610,-123
23993,194632,-124
23994,194655,-125
23995,194694,-126
23996,194793,-125
23997,194831,-124
23998,194854,-123
23999,194875,-122
