n,msec,pos
# Quadrature Readout v0.1 26-March-2021 J.Beale
24000,194893,-121
24001,194910,-120
24002,194923,-119
24003,194937,-118
24004,194950,-117
24005,194963,-116
24006,194973,-115
24007,194985,-114
24008,194995,-113
24009,195006,-112
24010,195015,-111
24011,195025,-110
24012,195034,-109
24013,195043,-108
24014,195051,-107
24015,195060,-106
24016,195068,-105
24017,195077,-104
24018,195084,-103
24019,195092,-102
24020,195100,-101
24021,195108,-100
24022,195115,-99
24023,195122,-98
24024,195130,-97
24025,195137,-96
24026,195144,-95
24027,195151,-94
24028,195158,-93
24029,195165,-92
24030,195171,-91
24031,195178,-90
24032,195184,-89
24033,195191,-88
24034,195197,-87
24035,195203,-86
24036,195210,-85
24037,195216,-84
24038,195222,-83
24039,195228,-82
24040,195234,-81
24041,195240,-80
24042,195246,-79
24043,195252,-78
24044,195258,-77
24045,195264,-76
24046,195269,-75
24047,195275,-74
24048,195281,-73
24049,195287,-72
24050,195292,-71
24051,195298,-70
24052,195303,-69
24053,195309,-68
24054,195314,-67
24055,195320,-66
24056,195326,-65
24057,195331,-64
24058,195336,-63
24059,195342,-62
24060,195347,-61
24061,195353,-60
24062,195358,-59
24063,195363,-58
24064,195368,-57
24065,195374,-56
24066,195379,-55
24067,195384,-54
24068,195389,-53
24069,195395,-52
24070,195400,-51
24071,195405,-50
24072,195410,-49
24073,195416,-48
24074,195420,-47
24075,195426,-46
24076,195431,-45
24077,195436,-44
24078,195441,-43
24079,195446,-42
24080,195451,-41
24081,195457,-40
24082,195461,-39
24083,195466,-38
24084,195472,-37
24085,195481,-36
24086,195484,-35
24087,195487,-34
24088,195492,-33
24089,195497,-32
24090,195502,-31
24091,195507,-30
24092,195512,-29
24093,195517,-28
24094,195522,-27
24095,195527,-26
24096,195532,-25
24097,195537,-24
24098,195542,-23
24099,195547,-22
24100,195552,-21
24101,195558,-20
24102,195562,-19
24103,195567,-18
24104,195573,-17
24105,195578,-16
24106,195583,-15
24107,195588,-14
24108,195593,-13
24109,195598,-12
24110,195603,-11
24111,195608,-10
24112,195613,-9
24113,195619,-8
24114,195623,-7
24115,195629,-6
24116,195634,-5
24117,195639,-4
24118,195644,-3
24119,195649,-2
24120,195655,-1
24121,195660,0
24122,195665,1
24123,195670,2
24124,195676,3
24125,195681,4
24126,195686,5
24127,195692,6
24128,195697,7
24129,195703,8
24130,195708,9
24131,195713,10
24132,195719,11
24133,195724,12
24134,195729,13
24135,195735,14
24136,195741,15
24137,195746,16
24138,195752,17
24139,195757,18
24140,195763,19
24141,195769,20
24142,195774,21
24143,195780,22
24144,195786,23
24145,195792,24
24146,195798,25
24147,195804,26
24148,195810,27
24149,195816,28
24150,195822,29
24151,195828,30
24152,195835,31
24153,195841,32
24154,195847,33
24155,195853,34
24156,195860,35
24157,195867,36
24158,195873,37
24159,195880,38
24160,195887,39
24161,195894,40
24162,195900,41
24163,195907,42
24164,195914,43
24165,195922,44
24166,195929,45
24167,195936,46
24168,195944,47
24169,195952,48
24170,195959,49
24171,195967,50
24172,195976,51
24173,195984,52
24174,195992,53
24175,196001,54
24176,196010,55
24177,196020,56
24178,196028,57
24179,196038,58
24180,196049,59
24181,196059,60
24182,196070,61
24183,196081,62
24184,196094,63
24185,196107,64
24186,196119,65
24187,196134,66
24188,196150,67
24189,196168,68
24190,196187,69
24191,196212,70
24192,196247,71
24193,196360,70
24194,196394,69
24195,196419,68
24196,196438,67
24197,196456,66
24198,196472,65
24199,196487,64
24200,196499,63
24201,196512,62
24202,196524,61
24203,196536,60
24204,196546,59
24205,196557,58
24206,196567,57
24207,196577,56
24208,196586,55
24209,196595,54
24210,196604,53
24211,196613,52
24212,196621,51
24213,196630,50
24214,196638,49
24215,196646,48
24216,196654,47
24217,196662,46
24218,196669,45
24219,196677,44
24220,196684,43
24221,196691,42
24222,196698,41
24223,196705,40
24224,196712,39
24225,196719,38
24226,196726,37
24227,196732,36
24228,196739,35
24229,196745,34
24230,196752,33
24231,196758,32
24232,196764,31
24233,196771,30
24234,196777,29
24235,196783,28
24236,196789,27
24237,196795,26
24238,196801,25
24239,196807,24
24240,196813,23
24241,196819,22
24242,196825,21
24243,196831,20
24244,196836,19
24245,196842,18
24246,196848,17
24247,196854,16
24248,196859,15
24249,196865,14
24250,196870,13
24251,196876,12
24252,196881,11
24253,196887,10
24254,196892,9
24255,196898,8
24256,196903,7
24257,196908,6
24258,196914,5
24259,196919,4
24260,196924,3
24261,196930,2
24262,196935,1
24263,196940,0
24264,196945,-1
24265,196951,-2
24266,196956,-3
24267,196961,-4
24268,196966,-5
24269,196971,-6
24270,196977,-7
24271,196982,-8
24272,196987,-9
24273,196992,-10
24274,196997,-11
24275,197002,-12
24276,197007,-13
24277,197012,-14
24278,197018,-15
24279,197023,-16
24280,197028,-17
24281,197033,-18
24282,197038,-19
24283,197043,-20
24284,197048,-21
24285,197053,-22
24286,197058,-23
24287,197063,-24
24288,197068,-25
24289,197073,-26
24290,197078,-27
24291,197084,-28
24292,197088,-29
24293,197093,-30
24294,197099,-31
24295,197104,-32
24296,197108,-33
24297,197114,-34
24298,197119,-35
24299,197124,-36
24300,197129,-37
24301,197134,-38
24302,197139,-39
24303,197144,-40
24304,197149,-41
24305,197154,-42
24306,197159,-43
24307,197165,-44
24308,197169,-45
24309,197175,-46
24310,197180,-47
24311,197185,-48
24312,197190,-49
24313,197195,-50
24314,197200,-51
24315,197206,-52
24316,197211,-53
24317,197216,-54
24318,197221,-55
24319,197227,-56
24320,197232,-57
24321,197237,-58
24322,197242,-59
24323,197248,-60
24324,197253,-61
24325,197258,-62
24326,197264,-63
24327,197269,-64
24328,197274,-65
24329,197280,-66
24330,197286,-67
24331,197291,-68
24332,197296,-69
24333,197302,-70
24334,197308,-71
24335,197314,-72
24336,197319,-73
24337,197325,-74
24338,197331,-75
24339,197336,-76
24340,197342,-77
24341,197348,-78
24342,197354,-79
24343,197360,-80
24344,197365,-81
24345,197372,-82
24346,197378,-83
24347,197384,-84
24348,197390,-85
24349,197396,-86
24350,197403,-87
24351,197409,-88
24352,197415,-89
24353,197422,-90
24354,197428,-91
24355,197435,-92
24356,197441,-93
24357,197448,-94
24358,197455,-95
24359,197462,-96
24360,197469,-97
24361,197476,-98
24362,197484,-99
24363,197491,-100
24364,197498,-101
24365,197506,-102
24366,197514,-103
24367,197522,-104
24368,197529,-105
24369,197538,-106
24370,197546,-107
24371,197555,-108
24372,197563,-109
24373,197572,-110
24374,197582,-111
24375,197592,-112
24376,197601,-113
24377,197611,-114
24378,197622,-115
24379,197633,-116
24380,197644,-117
24381,197657,-118
24382,197670,-119
24383,197684,-120
24384,197698,-121
24385,197715,-122
24386,197733,-123
24387,197755,-124
24388,197779,-125
24389,197821,-126
24390,197907,-125
24391,197948,-124
24392,197972,-123
24393,197993,-122
24394,198012,-121
24395,198028,-120
24396,198042,-119
24397,198056,-118
24398,198069,-117
24399,198082,-116
24400,198093,-115
24401,198104,-114
24402,198115,-113
24403,198125,-112
24404,198134,-111
24405,198144,-110
24406,198153,-109
24407,198163,-108
24408,198171,-107
24409,198180,-106
24410,198188,-105
24411,198197,-104
24412,198204,-103
24413,198212,-102
24414,198220,-101
24415,198228,-100
24416,198235,-99
24417,198242,-98
24418,198250,-97
24419,198257,-96
24420,198263,-95
24421,198271,-94
24422,198277,-93
24423,198285,-92
24424,198291,-91
24425,198298,-90
24426,198304,-89
24427,198311,-88
24428,198317,-87
24429,198323,-86
24430,198330,-85
24431,198336,-84
24432,198342,-83
24433,198348,-82
24434,198354,-81
24435,198360,-80
24436,198366,-79
24437,198372,-78
24438,198378,-77
24439,198384,-76
24440,198389,-75
24441,198395,-74
24442,198401,-73
24443,198407,-72
24444,198412,-71
24445,198418,-70
24446,198424,-69
24447,198429,-68
24448,198435,-67
24449,198440,-66
24450,198446,-65
24451,198451,-64
24452,198456,-63
24453,198462,-62
24454,198467,-61
24455,198473,-60
24456,198478,-59
24457,198483,-58
24458,198489,-57
24459,198494,-56
24460,198499,-55
24461,198504,-54
24462,198510,-53
24463,198515,-52
24464,198520,-51
24465,198525,-50
24466,198531,-49
24467,198536,-48
24468,198541,-47
24469,198546,-46
24470,198551,-45
24471,198556,-44
24472,198561,-43
24473,198567,-42
24474,198572,-41
24475,198577,-40
24476,198582,-39
24477,198587,-38
24478,198592,-37
24479,198597,-36
24480,198602,-35
24481,198607,-34
24482,198612,-33
24483,198617,-32
24484,198622,-31
24485,198627,-30
24486,198632,-29
24487,198638,-28
24488,198642,-27
24489,198647,-26
24490,198653,-25
24491,198658,-24
24492,198662,-23
24493,198668,-22
24494,198673,-21
24495,198678,-20
24496,198683,-19
24497,198688,-18
24498,198693,-17
24499,198698,-16
24500,198703,-15
24501,198708,-14
24502,198713,-13
24503,198719,-12
24504,198723,-11
24505,198729,-10
24506,198734,-9
24507,198739,-8
24508,198744,-7
24509,198749,-6
24510,198754,-5
24511,198760,-4
24512,198765,-3
24513,198770,-2
24514,198775,-1
24515,198781,0
24516,198785,1
24517,198791,2
24518,198796,3
24519,198802,4
24520,198807,5
24521,198812,6
24522,198818,7
24523,198823,8
24524,198828,9
24525,198834,10
24526,198839,11
24527,198845,12
24528,198850,13
24529,198856,14
24530,198861,15
24531,198867,16
24532,198872,17
24533,198878,18
24534,198884,19
24535,198890,20
24536,198895,21
24537,198901,22
24538,198907,23
24539,198913,24
24540,198918,25
24541,198925,26
24542,198931,27
24543,198937,28
24544,198943,29
24545,198949,30
24546,198955,31
24547,198962,32
24548,198968,33
24549,198974,34
24550,198981,35
24551,198987,36
24552,198994,37
24553,199000,38
24554,199007,39
24555,199014,40
24556,199021,41
24557,199028,42
24558,199035,43
24559,199043,44
24560,199049,45
24561,199057,46
24562,199065,47
24563,199073,48
24564,199080,49
24565,199088,50
24566,199096,51
24567,199105,52
24568,199113,53
24569,199122,54
24570,199131,55
24571,199141,56
24572,199149,57
24573,199159,58
24574,199170,59
24575,199180,60
24576,199191,61
24577,199203,62
24578,199215,63
24579,199228,64
24580,199241,65
24581,199255,66
24582,199272,67
24583,199290,68
24584,199309,69
24585,199334,70
24586,199370,71
24587,199478,70
24588,199513,69
24589,199538,68
24590,199557,67
24591,199575,66
24592,199592,65
24593,199606,64
24594,199619,63
24595,199632,62
24596,199644,61
24597,199656,60
24598,199666,59
24599,199677,58
24600,199687,57
24601,199697,56
24602,199706,55
24603,199716,54
24604,199725,53
24605,199734,52
24606,199741,51
24607,199750,50
24608,199758,49
24609,199767,48
24610,199774,47
24611,199782,46
24612,199789,45
24613,199797,44
24614,199804,43
24615,199811,42
24616,199818,41
24617,199826,40
24618,199832,39
24619,199839,38
24620,199846,37
24621,199853,36
24622,199859,35
24623,199866,34
24624,199872,33
24625,199879,32
24626,199885,31
24627,199891,30
24628,199897,29
24629,199904,28
24630,199910,27
24631,199916,26
24632,199922,25
24633,199928,24
24634,199933,23
24635,199939,22
24636,199945,21
24637,199951,20
24638,199957,19
24639,199963,18
24640,199968,17
24641,199974,16
24642,199979,15
24643,199985,14
24644,199991,13
24645,199996,12
24646,200001,11
24647,200007,10
24648,200013,9
24649,200018,8
24650,200023,7
24651,200029,6
24652,200034,5
24653,200040,4
24654,200045,3
24655,200050,2
24656,200056,1
24657,200061,0
24658,200066,-1
24659,200071,-2
24660,200077,-3
24661,200082,-4
24662,200087,-5
24663,200092,-6
24664,200097,-7
24665,200102,-8
24666,200107,-9
24667,200113,-10
24668,200118,-11
24669,200123,-12
24670,200128,-13
24671,200133,-14
24672,200138,-15
24673,200143,-16
24674,200148,-17
24675,200153,-18
24676,200158,-19
24677,200164,-20
24678,200168,-21
24679,200174,-22
24680,200179,-23
24681,200184,-24
24682,200189,-25
24683,200194,-26
24684,200199,-27
24685,200204,-28
24686,200209,-29
24687,200214,-30
24688,200219,-31
24689,200224,-32
24690,200229,-33
24691,200234,-34
24692,200239,-35
24693,200244,-36
24694,200249,-37
24695,200254,-38
24696,200259,-39
24697,200265,-40
24698,200269,-41
24699,200275,-42
24700,200280,-43
24701,200285,-44
24702,200290,-45
24703,200295,-46
24704,200300,-47
24705,200305,-48
24706,200310,-49
24707,200316,-50
24708,200321,-51
24709,200326,-52
24710,200331,-53
24711,200336,-54
24712,200342,-55
24713,200347,-56
24714,200352,-57
24715,200358,-58
24716,200363,-59
24717,200368,-60
24718,200373,-61
24719,200379,-62
24720,200384,-63
24721,200390,-64
24722,200395,-65
24723,200400,-66
24724,200406,-67
24725,200412,-68
24726,200417,-69
24727,200423,-70
24728,200428,-71
24729,200434,-72
24730,200439,-73
24731,200445,-74
24732,200451,-75
24733,200457,-76
24734,200462,-77
24735,200468,-78
24736,200474,-79
24737,200480,-80
24738,200486,-81
24739,200492,-82
24740,200498,-83
24741,200504,-84
24742,200510,-85
24743,200517,-86
24744,200523,-87
24745,200529,-88
24746,200535,-89
24747,200542,-90
24748,200549,-91
24749,200555,-92
24750,200562,-93
24751,200569,-94
24752,200576,-95
24753,200583,-96
24754,200589,-97
24755,200597,-98
24756,200604,-99
24757,200611,-100
24758,200618,-101
24759,200626,-102
24760,200634,-103
24761,200642,-104
24762,200649,-105
24763,200658,-106
24764,200666,-107
24765,200675,-108
24766,200683,-109
24767,200692,-110
24768,200702,-111
24769,200712,-112
24770,200721,-113
24771,200731,-114
24772,200742,-115
24773,200753,-116
24774,200764,-117
24775,200776,-118
24776,200789,-119
24777,200804,-120
24778,200817,-121
24779,200834,-122
24780,200852,-123
24781,200874,-124
24782,200897,-125
24783,200937,-126
24784,201033,-125
24785,201071,-124
24786,201095,-123
24787,201116,-122
24788,201134,-121
24789,201150,-120
24790,201164,-119
24791,201178,-118
24792,201191,-117
24793,201204,-116
24794,201214,-115
24795,201225,-114
24796,201236,-113
24797,201247,-112
24798,201256,-111
24799,201266,-110
24800,201275,-109
24801,201284,-108
24802,201292,-107
24803,201301,-106
24804,201309,-105
24805,201318,-104
24806,201325,-103
24807,201333,-102
24808,201341,-101
24809,201349,-100
24810,201356,-99
24811,201363,-98
24812,201371,-97
24813,201378,-96
24814,201385,-95
24815,201392,-94
24816,201399,-93
24817,201405,-92
24818,201412,-91
24819,201418,-90
24820,201425,-89
24821,201432,-88
24822,201438,-87
24823,201444,-86
24824,201451,-85
24825,201457,-84
24826,201463,-83
24827,201469,-82
24828,201475,-81
24829,201481,-80
24830,201487,-79
24831,201493,-78
24832,201499,-77
24833,201505,-76
24834,201510,-75
24835,201516,-74
24836,201522,-73
24837,201528,-72
24838,201533,-71
24839,201539,-70
24840,201544,-69
24841,201550,-68
24842,201555,-67
24843,201561,-66
24844,201567,-65
24845,201572,-64
24846,201577,-63
24847,201583,-62
24848,201588,-61
24849,201594,-60
24850,201599,-59
24851,201604,-58
24852,201609,-57
24853,201615,-56
24854,201620,-55
24855,201625,-54
24856,201630,-53
24857,201636,-52
24858,201641,-51
24859,201646,-50
24860,201651,-49
24861,201657,-48
24862,201661,-47
24863,201667,-46
24864,201672,-45
24865,201677,-44
24866,201682,-43
24867,201687,-42
24868,201692,-41
24869,201697,-40
24870,201702,-39
24871,201707,-38
24872,201713,-37
24873,201718,-36
24874,201722,-35
24875,201728,-34
24876,201733,-33
24877,201738,-32
24878,201743,-31
24879,201748,-30
24880,201753,-29
24881,201758,-28
24882,201763,-27
24883,201768,-26
24884,201773,-25
24885,201778,-24
24886,201783,-23
24887,201788,-22
24888,201793,-21
24889,201798,-20
24890,201803,-19
24891,201808,-18
24892,201813,-17
24893,201819,-16
24894,201823,-15
24895,201829,-14
24896,201834,-13
24897,201839,-12
24898,201844,-11
24899,201849,-10
24900,201854,-9
24901,201859,-8
24902,201864,-7
24903,201869,-6
24904,201875,-5
24905,201880,-4
24906,201885,-3
24907,201890,-2
24908,201895,-1
24909,201901,0
24910,201906,1
24911,201911,2
24912,201916,3
24913,201922,4
24914,201927,5
24915,201932,6
24916,201938,7
24917,201943,8
24918,201948,9
24919,201954,10
24920,201959,11
24921,201965,12
24922,201970,13
24923,201976,14
24924,201981,15
24925,201987,16
24926,201992,17
